Date (MM/DD/YYYY),Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes),Date
09/07/2018,14006.0,13487.0,175.0,104.0,0.0,401.0,0.0,60.0,2018-09-07
09/07/2019,10119.0,9352.0,295.0,5.0,0.0,366.0,0.0,91.0,2019-09-07
09/08/2017,11909.0,10413.0,-8.0,14.0,0.0,54.0,16.0,5.0,2017-09-08
09/08/2018,11062.0,10473.0,-85.0,0.0,0.0,0.0,0.0,15.0,2018-09-08
09/08/2019,11456.0,10337.0,1000.0,0.0,0.0,611.0,0.0,502.0,2019-09-08
09/09/2017,9406.0,7219.0,-26.0,33.0,0.0,0.0,0.0,0.0,2017-09-09
09/09/2018,14303.0,14001.0,-29.0,56.0,0.0,48.0,0.0,63.0,2018-09-09
09/09/2019,11234.0,10295.0,602.0,1.0,0.0,509.0,0.0,79.0,2019-09-09
09/10/2017,12305.0,9805.0,-26.0,15.0,0.0,0.0,0.0,0.0,2017-09-10
09/10/2018,13679.0,13458.0,43.0,30.0,0.0,97.0,0.0,83.0,2018-09-10
09/10/2019,11234.0,10386.0,332.0,50.0,0.0,358.0,0.0,3.0,2019-09-10
09/11/2017,12690.0,9769.0,318.0,231.0,0.0,0.0,44.0,12.0,2017-09-11
09/11/2018,12658.0,12380.0,-102.0,65.0,0.0,117.0,0.0,0.0,2018-09-11
09/11/2019,11611.0,10990.0,798.0,14.0,0.0,705.0,0.0,179.0,2019-09-11
09/12/2017,11445.0,10197.0,-94.0,0.0,0.0,27.0,0.0,0.0,2017-09-12
09/12/2018,13358.0,13533.0,377.0,327.0,0.0,410.0,0.0,31.0,2018-09-12
09/12/2019,11837.0,11693.0,1153.0,16.0,0.0,1294.0,0.0,196.0,2019-09-12
09/13/2017,13078.0,12730.0,425.0,51.0,180.0,339.0,0.0,155.0,2017-09-13
09/13/2018,14379.0,13594.0,105.0,64.0,0.0,0.0,0.0,0.0,2018-09-13
09/13/2019,11281.0,11128.0,543.0,62.0,0.0,683.0,0.0,88.0,2019-09-13
09/14/2017,13078.0,12435.0,490.0,340.0,0.0,56.0,0.0,26.0,2017-09-14
09/14/2018,14379.0,13383.0,437.0,509.0,0.0,83.0,0.0,32.0,2018-09-14
09/14/2019,10496.0,9976.0,-78.0,0.0,0.0,79.0,0.0,0.0,2019-09-14
09/15/2017,11909.0,11160.0,107.0,194.0,0.0,133.0,0.0,0.0,2017-09-15
09/15/2018,11435.0,10475.0,296.0,245.0,0.0,34.0,0.0,28.0,2018-09-15
09/15/2019,11833.0,10599.0,663.0,251.0,0.0,303.0,0.0,80.0,2019-09-15
09/16/2017,9406.0,8910.0,-54.0,12.0,0.0,7.0,0.0,19.0,2017-09-16
09/16/2018,14676.0,14064.0,455.0,524.0,0.0,138.0,0.0,14.0,2018-09-16
09/16/2019,11611.0,10824.0,677.0,16.0,0.0,480.0,0.0,138.0,2019-09-16
09/17/2017,12693.0,12131.0,438.0,189.0,0.0,232.0,0.0,265.0,2017-09-17
09/17/2018,14052.0,13264.0,274.0,235.0,0.0,68.0,0.0,89.0,2018-09-17
09/17/2019,11611.0,10751.0,157.0,0.0,0.0,208.0,0.0,0.0,2019-09-17
09/18/2017,13078.0,13010.0,418.0,137.0,0.0,200.0,0.0,251.0,2017-09-18
09/18/2018,13031.0,12617.0,860.0,382.0,19.0,310.0,0.0,216.0,2018-09-18
09/18/2019,11611.0,10777.0,465.0,39.0,0.0,477.0,0.0,0.0,2019-09-18
09/19/2017,11833.0,11542.0,1053.0,200.0,0.0,195.0,0.0,631.0,2017-09-19
09/19/2018,13358.0,12436.0,-35.0,49.0,0.0,41.0,0.0,0.0,2018-09-19
09/19/2019,11611.0,10415.0,401.0,204.0,0.0,171.0,0.0,0.0,2019-09-19
09/20/2017,13078.0,12667.0,251.0,99.0,0.0,275.0,0.0,28.0,2017-09-20
09/20/2018,14379.0,13758.0,57.0,84.0,0.0,160.0,6.0,12.0,2018-09-20
09/20/2019,11281.0,10465.0,352.0,102.0,0.0,157.0,0.0,109.0,2019-09-20
09/21/2017,13078.0,12748.0,-3.0,137.0,0.0,100.0,0.0,14.0,2017-09-21
09/21/2018,14379.0,14146.0,250.0,97.0,0.0,359.0,0.0,154.0,2018-09-21
09/21/2019,10496.0,9408.0,739.0,620.0,0.0,0.0,0.0,167.0,2019-09-21
09/22/2017,11909.0,11476.0,-15.0,17.0,0.0,101.0,0.0,27.0,2017-09-22
09/22/2018,11435.0,10675.0,214.0,205.0,0.0,72.0,0.0,7.0,2018-09-22
09/22/2019,11833.0,11398.0,167.0,177.0,0.0,129.0,0.0,11.0,2019-09-22
09/23/2017,9407.0,8722.0,141.0,99.0,0.0,0.0,0.0,14.0,2017-09-23
09/23/2018,14676.0,14442.0,156.0,204.0,0.0,105.0,0.0,0.0,2018-09-23
09/23/2019,11611.0,11010.0,-6.0,54.0,0.0,109.0,0.0,3.0,2019-09-23
09/24/2017,12693.0,11605.0,244.0,93.0,0.0,23.0,0.0,42.0,2017-09-24
09/24/2018,14052.0,14573.0,387.0,245.0,0.0,567.0,0.0,303.0,2018-09-24
09/24/2019,11611.0,10938.0,-110.0,0.0,0.0,0.0,0.0,0.0,2019-09-24
09/25/2017,13078.0,12364.0,-60.0,46.0,0.0,13.0,0.0,0.0,2017-09-25
09/25/2018,13031.0,13804.0,347.0,109.0,262.0,999.0,0.0,85.0,2018-09-25
09/25/2019,11611.0,10676.0,87.0,103.0,0.0,17.0,0.0,27.0,2019-09-25
09/26/2017,11833.0,11316.0,1.0,116.0,0.0,14.0,0.0,0.0,2017-09-26
09/26/2018,13358.0,14017.0,457.0,89.0,0.0,1191.0,0.0,292.0,2018-09-26
09/26/2019,11611.0,11524.0,112.0,56.0,0.0,266.0,0.0,86.0,2019-09-26
09/27/2017,13078.0,12414.0,84.0,44.0,0.0,31.0,0.0,9.0,2017-09-27
09/27/2018,14379.0,14781.0,212.0,250.0,0.0,307.0,0.0,116.0,2018-09-27
09/27/2019,11281.0,10059.0,373.0,170.0,0.0,62.0,0.0,129.0,2019-09-27
09/28/2017,13078.0,12769.0,16.0,39.0,0.0,97.0,0.0,120.0,2017-09-28
09/28/2018,14379.0,14018.0,220.0,101.0,0.0,88.0,0.0,38.0,2018-09-28
09/28/2019,10496.0,10328.0,416.0,127.0,0.0,88.0,0.0,264.0,2019-09-28
09/29/2017,11909.0,11731.0,117.0,130.0,0.0,23.0,0.0,60.0,2017-09-29
09/29/2018,11435.0,11069.0,256.0,116.0,0.0,220.0,0.0,0.0,2018-09-29
09/29/2019,11833.0,11222.0,106.0,191.0,0.0,17.0,0.0,0.0,2019-09-29
09/30/2017,9406.0,9243.0,323.0,264.0,0.0,23.0,0.0,97.0,2017-09-30
09/30/2018,14676.0,13749.0,378.0,47.0,0.0,39.0,0.0,387.0,2018-09-30
09/30/2019,11611.0,11087.0,-40.0,4.0,0.0,11.0,0.0,112.0,2019-09-30
10/01/2017,12693.0,11946.0,589.0,571.0,0.0,35.0,0.0,52.0,2017-10-01
10/01/2018,14052.0,13619.0,194.0,128.0,0.0,25.0,0.0,168.0,2018-10-01
10/02/2017,13078.0,12740.0,161.0,14.0,0.0,103.0,0.0,177.0,2017-10-02
10/02/2018,13031.0,12686.0,132.0,94.0,0.0,283.0,0.0,70.0,2018-10-02
10/03/2017,11833.0,11013.0,68.0,1.0,0.0,21.0,0.0,49.0,2017-10-03
10/03/2018,13358.0,12850.0,13.0,124.0,0.0,34.0,0.0,0.0,2018-10-03
10/04/2017,13078.0,12328.0,369.0,78.0,0.0,97.0,0.0,288.0,2017-10-04
10/04/2018,14209.0,13620.0,84.0,93.0,0.0,108.0,0.0,58.0,2018-10-04
10/05/2017,12780.0,12517.0,81.0,72.0,0.0,126.0,0.0,0.0,2017-10-05
10/05/2018,14577.0,14027.0,182.0,26.0,0.0,27.0,0.0,129.0,2018-10-05
10/06/2017,11995.0,11739.0,74.0,145.0,0.0,78.0,0.0,50.0,2017-10-06
10/06/2018,10694.0,10517.0,328.0,344.0,0.0,175.0,0.0,26.0,2018-10-06
10/07/2017,9446.0,9006.0,45.0,0.0,0.0,50.0,0.0,47.0,2017-10-07
10/07/2018,13859.0,13562.0,271.0,131.0,0.0,222.0,17.0,106.0,2018-10-07
10/08/2017,12779.0,12272.0,1506.0,219.0,0.0,41.0,0.0,1247.0,2017-10-08
10/08/2018,14074.0,13520.0,548.0,272.0,0.0,32.0,0.0,87.0,2018-10-08
10/09/2017,12779.0,12706.0,2086.0,528.0,0.0,474.0,0.0,1453.0,2017-10-09
10/09/2018,12941.0,12066.0,88.0,125.0,0.0,41.0,0.0,74.0,2018-10-09
10/10/2017,11996.0,11843.0,20.0,26.0,0.0,57.0,0.0,58.0,2017-10-10
10/10/2018,12941.0,12685.0,57.0,23.0,0.0,66.0,0.0,104.0,2018-10-10
10/11/2017,12779.0,12477.0,557.0,20.0,0.0,437.0,0.0,241.0,2017-10-11
10/11/2018,14408.0,14933.0,523.0,365.0,0.0,692.0,0.0,273.0,2018-10-11
10/12/2017,12779.0,11638.0,652.0,18.0,0.0,204.0,0.0,219.0,2017-10-12
10/12/2018,14577.0,14508.0,147.0,107.0,0.0,530.0,0.0,105.0,2018-10-12
10/13/2017,11995.0,11312.0,470.0,65.0,0.0,356.0,0.0,78.0,2017-10-13
10/13/2018,10694.0,10763.0,86.0,46.0,0.0,304.0,0.0,0.0,2018-10-13
10/14/2017,9446.0,9142.0,7.0,49.0,0.0,80.0,0.0,0.0,2017-10-14
10/14/2018,13859.0,14286.0,-132.0,26.0,0.0,403.0,0.0,19.0,2018-10-14
10/15/2017,12779.0,12630.0,532.0,161.0,0.0,201.0,7.0,212.0,2017-10-15
10/15/2018,14074.0,14118.0,402.0,445.0,0.0,519.0,0.0,69.0,2018-10-15
10/16/2017,12779.0,12534.0,-47.0,46.0,0.0,61.0,0.0,0.0,2017-10-16
10/16/2018,12941.0,13153.0,436.0,237.0,0.0,311.0,0.0,238.0,2018-10-16
10/17/2017,11996.0,11459.0,251.0,158.0,0.0,58.0,0.0,146.0,2017-10-17
10/17/2018,12941.0,13393.0,237.0,293.0,0.0,352.0,0.0,109.0,2018-10-17
10/18/2017,12779.0,12033.0,93.0,96.0,0.0,0.0,0.0,35.0,2017-10-18
10/18/2018,14408.0,14516.0,-52.0,13.0,0.0,608.0,1.0,15.0,2018-10-18
10/19/2017,12779.0,11658.0,515.0,7.0,0.0,439.0,0.0,12.0,2017-10-19
10/19/2018,14577.0,13570.0,418.0,164.0,0.0,113.0,0.0,218.0,2018-10-19
10/20/2017,11995.0,11392.0,-31.0,4.0,0.0,0.0,0.0,31.0,2017-10-20
10/20/2018,10694.0,10304.0,-1.0,95.0,0.0,177.0,0.0,1.0,2018-10-20
10/21/2017,9446.0,8874.0,-52.0,0.0,0.0,0.0,0.0,0.0,2017-10-21
10/21/2018,13859.0,13912.0,628.0,289.0,0.0,181.0,0.0,394.0,2018-10-21
10/22/2017,12779.0,11899.0,96.0,1.0,0.0,48.0,0.0,48.0,2017-10-22
10/22/2018,14074.0,13299.0,68.0,107.0,0.0,4.0,0.0,57.0,2018-10-22
10/23/2017,12779.0,11821.0,175.0,60.0,0.0,71.0,0.0,65.0,2017-10-23
10/23/2018,12941.0,13112.0,248.0,176.0,0.0,341.0,0.0,117.0,2018-10-23
10/24/2017,11996.0,11295.0,2180.0,307.0,0.0,454.0,0.0,1711.0,2017-10-24
10/24/2018,12941.0,12634.0,1217.0,1333.0,0.0,24.0,0.0,0.0,2018-10-24
10/25/2017,12779.0,12286.0,147.0,104.0,0.0,79.0,0.0,40.0,2017-10-25
10/25/2018,14408.0,13983.0,-79.0,61.0,0.0,57.0,0.0,0.0,2018-10-25
10/26/2017,12781.0,12677.0,91.0,193.0,0.0,122.0,0.0,26.0,2017-10-26
10/26/2018,14577.0,14015.0,90.0,27.0,0.0,154.0,0.0,15.0,2018-10-26
10/27/2017,11997.0,11252.0,53.0,139.0,0.0,10.0,0.0,0.0,2017-10-27
10/27/2018,10694.0,10418.0,-40.0,60.0,0.0,174.0,0.0,0.0,2018-10-27
10/28/2017,9448.0,8925.0,730.0,378.0,0.0,30.0,0.0,220.0,2017-10-28
10/28/2018,13859.0,13489.0,-135.0,13.0,0.0,22.0,0.0,0.0,2018-10-28
10/29/2017,12781.0,11544.0,1100.0,114.0,0.0,58.0,17.0,708.0,2017-10-29
10/29/2018,14074.0,13819.0,-161.0,13.0,0.0,77.0,0.0,1.0,2018-10-29
10/30/2017,12781.0,12163.0,82.0,130.0,0.0,113.0,0.0,26.0,2017-10-30
10/30/2018,12941.0,12459.0,-176.0,17.0,0.0,53.0,0.0,0.0,2018-10-30
10/31/2017,11611.0,11419.0,-157.0,0.0,0.0,111.0,0.0,0.0,2017-10-31
10/31/2018,10430.0,10193.0,155.0,155.0,0.0,195.0,0.0,0.0,2018-10-31
11/01/2017,12781.0,12405.0,-96.0,19.0,0.0,74.0,0.0,15.0,2017-11-01
11/01/2018,14292.0,13764.0,-21.0,11.0,0.0,81.0,0.0,32.0,2018-11-01
11/02/2017,12781.0,12137.0,285.0,85.0,0.0,52.0,0.0,189.0,2017-11-02
11/02/2018,14577.0,14758.0,1306.0,115.0,0.0,260.0,0.0,1187.0,2018-11-02
11/03/2017,11997.0,11748.0,31.0,0.0,0.0,253.0,0.0,11.0,2017-11-03
11/03/2018,10610.0,10461.0,88.0,95.0,0.0,92.0,0.0,25.0,2018-11-03
11/04/2017,9448.0,9465.0,191.0,61.0,0.0,248.0,0.0,179.0,2017-11-04
11/04/2018,14133.0,13551.0,138.0,143.0,0.0,26.0,0.0,26.0,2018-11-04
11/05/2017,13409.0,13108.0,746.0,326.0,0.0,318.0,0.0,320.0,2017-11-05
11/05/2018,14740.0,14475.0,78.0,138.0,0.0,97.0,0.0,19.0,2018-11-05
11/06/2017,13409.0,13270.0,90.0,137.0,0.0,129.0,7.0,65.0,2017-11-06
11/06/2018,12999.0,12868.0,179.0,114.0,0.0,188.0,0.0,48.0,2018-11-06
11/07/2017,12239.0,11653.0,4.0,53.0,8.0,49.0,0.0,0.0,2017-11-07
11/07/2018,12997.0,12925.0,32.0,134.0,0.0,122.0,0.0,8.0,2018-11-07
11/08/2017,13409.0,12002.0,99.0,87.0,0.0,89.0,0.0,0.0,2017-11-08
11/08/2018,14712.0,14838.0,-8.0,86.0,0.0,216.0,0.0,5.0,2018-11-08
11/09/2017,13409.0,12484.0,173.0,111.0,0.0,93.0,0.0,23.0,2017-11-09
11/09/2018,14712.0,14517.0,460.0,109.0,0.0,396.0,0.0,11.0,2018-11-09
11/10/2017,12587.0,12043.0,78.0,6.0,0.0,195.0,0.0,42.0,2017-11-10
11/10/2018,10273.0,10091.0,41.0,119.0,0.0,22.0,0.0,0.0,2018-11-10
11/11/2017,9561.0,8796.0,-138.0,0.0,0.0,18.0,0.0,0.0,2017-11-11
11/11/2018,13942.0,13781.0,-130.0,7.0,0.0,54.0,0.0,40.0,2018-11-11
11/12/2017,13409.0,12931.0,-29.0,9.0,0.0,35.0,0.0,51.0,2017-11-12
11/12/2018,14740.0,14420.0,279.0,169.0,0.0,183.0,0.0,43.0,2018-11-12
11/13/2017,13409.0,12496.0,198.0,155.0,0.0,96.0,0.0,13.0,2017-11-13
11/13/2018,12999.0,12833.0,143.0,39.0,0.0,131.0,0.0,153.0,2018-11-13
11/14/2017,12239.0,11389.0,-73.0,0.0,0.0,0.0,0.0,0.0,2017-11-14
11/14/2018,12997.0,12606.0,180.0,77.0,0.0,151.0,0.0,0.0,2018-11-14
11/15/2017,13409.0,13016.0,-29.0,35.0,0.0,24.0,0.0,54.0,2017-11-15
11/15/2018,14712.0,11840.0,4700.0,5.0,3205.0,630.0,0.0,1429.0,2018-11-15
11/16/2017,13409.0,13451.0,217.0,80.0,0.0,305.0,0.0,132.0,2017-11-16
11/16/2018,14700.0,14357.0,1545.0,293.0,583.0,151.0,0.0,259.0,2018-11-16
11/17/2017,12587.0,12490.0,30.0,56.0,0.0,182.0,0.0,12.0,2017-11-17
11/17/2018,10265.0,9854.0,230.0,193.0,0.0,15.0,16.0,0.0,2018-11-17
11/18/2017,9561.0,8762.0,-54.0,11.0,0.0,31.0,0.0,0.0,2017-11-18
11/18/2018,13518.0,12987.0,366.0,214.0,0.0,15.0,0.0,183.0,2018-11-18
11/19/2017,13409.0,12833.0,354.0,219.0,0.0,46.0,0.0,32.0,2017-11-19
11/19/2018,11948.0,11449.0,53.0,21.0,0.0,125.0,0.0,0.0,2018-11-19
11/20/2017,10963.0,10482.0,95.0,83.0,0.0,47.0,0.0,30.0,2017-11-20
11/20/2018,13420.0,12748.0,180.0,46.0,0.0,175.0,0.0,0.0,2018-11-20
11/21/2017,13409.0,12296.0,-29.0,0.0,0.0,0.0,0.0,0.0,2017-11-21
11/21/2018,10345.0,9943.0,154.0,91.0,0.0,119.0,0.0,0.0,2018-11-21
11/22/2017,10979.0,10139.0,56.0,116.0,0.0,28.0,0.0,27.0,2017-11-22
11/22/2018,4543.0,4315.0,28.0,28.0,0.0,0.0,0.0,0.0,2018-11-22
11/23/2017,3587.0,3295.0,-30.0,10.0,0.0,70.0,0.0,0.0,2017-11-23
11/23/2018,8598.0,7979.0,74.0,71.0,0.0,0.0,0.0,0.0,2018-11-23
11/24/2017,6599.0,5972.0,-67.0,0.0,0.0,0.0,0.0,0.0,2017-11-24
11/24/2018,12221.0,11923.0,105.0,17.0,0.0,45.0,0.0,174.0,2018-11-24
11/25/2017,11389.0,10658.0,225.0,33.0,0.0,80.0,0.0,96.0,2017-11-25
11/25/2018,14968.0,14669.0,117.0,96.0,0.0,112.0,0.0,74.0,2018-11-25
11/26/2017,13670.0,12541.0,726.0,22.0,0.0,518.0,0.0,192.0,2017-11-26
11/26/2018,14728.0,14137.0,844.0,78.0,0.0,397.0,0.0,524.0,2018-11-26
11/27/2017,13409.0,12563.0,-8.0,45.0,0.0,73.0,0.0,21.0,2017-11-27
11/27/2018,12991.0,12207.0,204.0,83.0,0.0,73.0,0.0,6.0,2018-11-27
11/28/2017,12241.0,10934.0,-29.0,45.0,0.0,0.0,0.0,0.0,2017-11-28
11/28/2018,12813.0,12276.0,512.0,272.0,0.0,142.0,0.0,152.0,2018-11-28
11/29/2017,13409.0,12465.0,-43.0,60.0,0.0,0.0,10.0,0.0,2017-11-29
11/29/2018,14441.0,14559.0,251.0,125.0,0.0,478.0,0.0,26.0,2018-11-29
11/30/2017,13407.0,12655.0,336.0,105.0,0.0,0.0,0.0,191.0,2017-11-30
11/30/2018,14441.0,14066.0,214.0,232.0,0.0,41.0,0.0,0.0,2018-11-30
12/01/2017,12170.0,11436.0,291.0,299.0,0.0,40.0,0.0,0.0,2017-12-01
12/01/2018,10265.0,9914.0,-128.0,0.0,0.0,160.0,0.0,0.0,2018-12-01
12/02/2017,9197.0,8690.0,-97.0,0.0,0.0,8.0,0.0,7.0,2017-12-02
12/02/2018,13671.0,13346.0,507.0,130.0,0.0,190.0,0.0,290.0,2018-12-02
12/03/2017,13407.0,12659.0,-73.0,21.0,0.0,0.0,0.0,0.0,2017-12-03
12/03/2018,14338.0,14040.0,-4.0,84.0,0.0,109.0,0.0,28.0,2018-12-03
12/04/2017,13407.0,12707.0,-49.0,0.0,0.0,67.0,0.0,0.0,2017-12-04
12/04/2018,12860.0,12547.0,128.0,242.0,0.0,103.0,0.0,0.0,2018-12-04
12/05/2017,12239.0,11961.0,285.0,279.0,0.0,275.0,0.0,91.0,2017-12-05
12/05/2018,12991.0,12988.0,200.0,71.0,0.0,268.0,0.0,102.0,2018-12-05
12/06/2017,13009.0,12409.0,72.0,172.0,0.0,17.0,0.0,0.0,2017-12-06
12/06/2018,14441.0,14992.0,8.0,103.0,0.0,646.0,0.0,0.0,2018-12-06
12/07/2017,13009.0,12227.0,454.0,24.0,0.0,115.0,0.0,520.0,2017-12-07
12/07/2018,14441.0,14635.0,298.0,96.0,0.0,286.0,0.0,238.0,2018-12-07
12/08/2017,12185.0,11428.0,162.0,163.0,0.0,4.0,0.0,0.0,2017-12-08
12/08/2018,10144.0,9950.0,-54.0,74.0,0.0,74.0,0.0,0.0,2018-12-08
12/09/2017,9202.0,7973.0,1054.0,47.0,857.0,647.0,0.0,113.0,2017-12-09
12/09/2018,13550.0,12368.0,309.0,119.0,0.0,82.0,0.0,159.0,2018-12-09
12/10/2017,13422.0,12652.0,238.0,212.0,0.0,175.0,0.0,15.0,2017-12-10
12/10/2018,14338.0,13261.0,-63.0,43.0,0.0,70.0,0.0,0.0,2018-12-10
12/11/2017,13422.0,12282.0,388.0,231.0,0.0,13.0,0.0,53.0,2017-12-11
12/11/2018,12860.0,12235.0,21.0,26.0,0.0,18.0,0.0,94.0,2018-12-11
12/12/2017,12247.0,11065.0,-58.0,0.0,0.0,11.0,0.0,9.0,2017-12-12
12/12/2018,12991.0,12224.0,104.0,86.0,0.0,0.0,0.0,10.0,2018-12-12
12/13/2017,13009.0,12501.0,94.0,186.0,0.0,20.0,0.0,0.0,2017-12-13
12/13/2018,14441.0,13459.0,290.0,266.0,0.0,52.0,0.0,0.0,2018-12-13
12/14/2017,13009.0,12606.0,595.0,108.0,14.0,123.0,17.0,477.0,2017-12-14
12/14/2018,14441.0,13755.0,162.0,73.0,0.0,94.0,0.0,0.0,2018-12-14
12/15/2017,13395.0,12117.0,3910.0,45.0,3057.0,334.0,0.0,411.0,2017-12-15
12/15/2018,10144.0,9464.0,-10.0,4.0,0.0,54.0,0.0,34.0,2018-12-15
12/16/2017,10439.0,10160.0,299.0,82.0,0.0,53.0,0.0,184.0,2017-12-16
12/16/2018,13550.0,12703.0,705.0,104.0,0.0,341.0,0.0,115.0,2018-12-16
12/17/2017,13342.0,12852.0,372.0,76.0,0.0,73.0,34.0,176.0,2017-12-17
12/17/2018,14338.0,13341.0,-78.0,40.0,0.0,9.0,0.0,0.0,2018-12-17
12/18/2017,13324.0,12634.0,255.0,54.0,0.0,65.0,0.0,185.0,2017-12-18
12/18/2018,13210.0,12111.0,-65.0,0.0,0.0,0.0,0.0,0.0,2018-12-18
12/19/2017,13324.0,12395.0,366.0,169.0,0.0,64.0,0.0,0.0,2017-12-19
12/19/2018,15758.0,14700.0,227.0,137.0,0.0,38.0,0.0,3.0,2018-12-19
12/20/2017,13324.0,12912.0,177.0,119.0,0.0,89.0,0.0,0.0,2017-12-20
12/20/2018,15763.0,14744.0,792.0,101.0,0.0,316.0,0.0,407.0,2018-12-20
12/21/2017,13324.0,13011.0,234.0,95.0,0.0,55.0,0.0,0.0,2017-12-21
12/21/2018,15763.0,15798.0,1336.0,363.0,0.0,416.0,0.0,820.0,2018-12-21
12/22/2017,13324.0,12973.0,411.0,253.0,0.0,119.0,0.0,32.0,2017-12-22
12/22/2018,11877.0,11288.0,70.0,28.0,0.0,51.0,0.0,20.0,2018-12-22
12/23/2017,10707.0,10956.0,-18.0,26.0,0.0,236.0,0.0,14.0,2017-12-23
12/23/2018,14845.0,13908.0,42.0,15.0,0.0,4.0,0.0,0.0,2018-12-23
12/24/2017,11336.0,11074.0,247.0,83.0,41.0,56.0,0.0,76.0,2017-12-24
12/24/2018,10584.0,10098.0,-19.0,17.0,0.0,16.0,0.0,0.0,2018-12-24
12/25/2017,9721.0,9909.0,167.0,226.0,0.0,218.0,0.0,0.0,2017-12-25
12/25/2018,9018.0,8684.0,-49.0,1.0,0.0,18.0,0.0,0.0,2018-12-25
12/26/2017,13592.0,13597.0,376.0,278.0,0.0,394.0,0.0,162.0,2017-12-26
12/26/2018,14129.0,13434.0,835.0,299.0,0.0,254.0,0.0,290.0,2018-12-26
12/27/2017,13592.0,13632.0,159.0,73.0,0.0,173.0,0.0,124.0,2017-12-27
12/27/2018,14129.0,12893.0,562.0,125.0,0.0,108.0,0.0,170.0,2018-12-27
12/28/2017,13592.0,13457.0,546.0,374.0,0.0,238.0,0.0,195.0,2017-12-28
12/28/2018,14129.0,13860.0,824.0,177.0,0.0,488.0,0.0,523.0,2018-12-28
12/29/2017,13592.0,13205.0,415.0,211.0,0.0,95.0,26.0,119.0,2017-12-29
12/29/2018,11877.0,11882.0,-15.0,10.0,0.0,198.0,0.0,54.0,2018-12-29
12/30/2017,10707.0,11117.0,1036.0,512.0,242.0,559.0,0.0,218.0,2017-12-30
12/30/2018,15356.0,14878.0,447.0,225.0,0.0,111.0,0.0,231.0,2018-12-30
12/31/2017,10221.0,10023.0,249.0,107.0,0.0,50.0,0.0,173.0,2017-12-31
12/31/2018,10463.0,10011.0,180.0,207.0,0.0,68.0,0.0,8.0,2018-12-31
